device,hive number,date,hive temp,hive humidity,hive pressure,weather temp,weather humidity,weather pressure,wind speed,gust speed,weatherID,cloud coverage,rain,lat,long,file name,queen presence,queen acceptance,frames,target,time,queen status
1,5,2022-06-10 13:35:20,42.41,19.66,1007.12,34.56,30,1013,6.17,,801,20,0,37.29,-121.95,2022-06-10--13-35-20_1.raw,1,1,8,2,0.542,2
1,5,2022-06-10 14:34:28,41.32,17.26,1006.65,35.43,23,1013,6.17,,802,40,0,37.29,-121.95,2022-06-10--14-34-28_1.raw,1,1,8,2,0.583,2
1,5,2022-06-10 15:33:29,39.47,22.71,1006.59,34.97,27,1013,7.72,,802,40,0,37.29,-121.95,2022-06-10--15-33-29_1.raw,1,1,8,2,0.625,2
1,5,2022-06-10 16:32:45,37.12,29.23,1006.42,34.23,31,1012,7.72,,802,40,0,37.29,-121.95,2022-06-10--16-32-45_1.raw,1,1,8,2,0.667,2
1,5,2022-06-10 18:44:38,31.73,38.54,1007.03,27.99,48,1013,9.77,,802,40,0,37.29,-121.95,2022-06-10--18-44-38_1.raw,1,1,8,2,0.75,2
1,5,2022-06-10 19:43:44,30.26,36.54,1007.33,26.22,51,1015,6.69,11.32,802,40,0,37.29,-121.95,2022-06-10--19-43-44_1.raw,1,1,8,2,0.792,2
1,5,2022-06-10 20:42:49,28.6,41.06,1007.98,23.93,55,1015,6.17,,802,40,0,37.29,-121.95,2022-06-10--20-42-49_1.raw,1,1,8,2,0.833,2
1,5,2022-06-10 21:41:55,26.78,46.75,1008.74,22.23,59,1016,5.66,,802,40,0,37.29,-121.95,2022-06-10--21-41-55_1.raw,1,1,8,2,0.875,2
1,5,2022-06-10 22:41:03,25.58,48.76,1009.64,21.3,61,1016,4.63,,801,20,0,37.29,-121.95,2022-06-10--22-41-03_1.raw,1,1,8,2,0.917,2
1,5,2022-06-10 23:40:10,24.41,53.4,1009.65,20.85,66,1016,3.09,6.69,800,0,0,37.29,-121.95,2022-06-10--23-40-10_1.raw,1,1,8,2,0.958,2
1,5,2022-06-11 0:39:19,23.44,55.81,1009.54,19.87,68,1015,2.57,,800,0,0,37.29,-121.95,2022-06-11--00-39-19_1.raw,1,1,8,2,0,2
1,5,2022-06-11 1:38:28,22.45,58.39,1008.72,19.14,71,1014,3.6,,800,0,0,37.29,-121.95,2022-06-11--01-38-28_1.raw,1,1,8,2,0.042,2
1,5,2022-06-11 2:37:38,21.45,61.18,1008.07,18.23,73,1014,1.54,,800,0,0,37.29,-121.95,2022-06-11--02-37-38_1.raw,1,1,8,2,0.083,2
1,5,2022-06-11 3:36:48,20.71,62.03,1008.18,17.32,75,1014,0.45,0.45,800,0,0,37.29,-121.95,2022-06-11--03-36-48_1.raw,1,1,8,2,0.125,2
1,5,2022-06-11 4:35:57,20.07,62.35,1008.33,16.81,77,1014,0.45,0.89,800,0,0,37.29,-121.95,2022-06-11--04-35-57_1.raw,1,1,8,2,0.167,2
1,5,2022-06-11 5:35:09,19.52,62.04,1008.88,16.33,77,1014,0.45,0.45,800,0,0,37.29,-121.95,2022-06-11--05-35-09_1.raw,1,1,8,2,0.208,2
1,5,2022-06-11 6:34:24,19.87,59.59,1009.27,16.53,77,1015,0.45,0.45,802,40,0,37.29,-121.95,2022-06-11--06-34-24_1.raw,1,1,8,2,0.25,2
1,5,2022-06-11 7:34:54,23.36,57.19,1009.32,20.29,68,1015,0.45,0.45,802,40,0,37.29,-121.95,2022-06-11--07-34-54_1.raw,1,1,8,2,0.292,2
1,5,2022-06-11 8:33:52,28.71,46.45,1009.2,23.93,56,1014,1.54,,801,20,0,37.29,-121.95,2022-06-11--08-33-52_1.raw,1,1,8,2,0.333,2
1,5,2022-06-11 9:34:30,33.34,34.26,1009.11,26.69,45,1015,0.89,1.34,801,20,0,37.29,-121.95,2022-06-11--09-34-30_1.raw,1,1,8,2,0.375,2
1,5,2022-06-11 10:34:05,36.83,25.66,1008.96,29.15,35,1015,3.09,,801,20,0,37.29,-121.95,2022-06-11--10-34-05_1.raw,1,1,8,2,0.417,2
1,5,2022-06-11 11:33:26,39.7,21.21,1008.93,30.51,30,1015,4.02,6.26,801,20,0,37.29,-121.95,2022-06-11--11-33-26_1.raw,1,1,8,2,0.458,2
1,5,2022-06-11 12:32:11,40.57,18.04,1008.44,31.68,28,1014,5.14,,801,20,0,37.29,-121.95,2022-06-11--12-32-11_1.raw,1,1,8,2,0.5,2
1,5,2022-06-11 13:31:16,40.09,23.01,1008.13,31.92,34,1014,7.72,,801,20,0,37.29,-121.95,2022-06-11--13-31-16_1.raw,1,1,8,2,0.542,2
1,5,2022-06-11 14:30:02,37.97,27.61,1007.83,31.91,39,1013,7.72,10.29,801,20,0,37.29,-121.95,2022-06-11--14-30-02_1.raw,1,1,8,2,0.583,2
1,5,2022-06-11 15:29:11,36.09,32.06,1007.38,31.45,42,1013,9.26,13.89,801,20,0,37.29,-121.95,2022-06-11--15-29-11_1.raw,1,1,8,2,0.625,2
1,5,2022-06-13 18:08:05,25.73,28.22,1009.06,,0,0,,,0,0,0,,,2022-06-13--18-08-05_1.raw,1,2,8,3,0.75,3
1,5,2022-06-13 19:07:11,28.01,22.8,1009.18,21.44,38,1016,5.66,,800,0,0,37.29,-121.95,2022-06-13--19-07-11_1.raw,1,2,8,3,0.792,3
1,5,2022-06-13 20:06:14,26.89,28.1,1009.3,19.06,48,1016,6.69,,800,0,0,37.29,-121.95,2022-06-13--20-06-14_1.raw,1,2,8,3,0.833,3
1,5,2022-06-13 21:05:17,24.71,33.06,1009.8,16.57,55,1017,4.63,,800,0,0,37.29,-121.95,2022-06-13--21-05-17_1.raw,1,2,8,3,0.875,3
1,5,2022-06-13 22:04:26,23.02,35.02,1010.12,15.82,62,1016,3.6,,800,0,0,37.29,-121.95,2022-06-13--22-04-26_1.raw,1,2,8,3,0.917,3
1,5,2022-06-13 23:03:36,21.92,36.51,1010.09,15.02,65,1016,0,,800,0,0,37.29,-121.95,2022-06-13--23-03-36_1.raw,1,2,8,3,0.958,3
1,5,2022-06-14 0:02:46,21.41,38.27,1010.21,14.26,68,1016,1.54,,800,0,0,37.29,-121.95,2022-06-14--00-02-46_1.raw,1,2,8,3,0,3
1,5,2022-06-14 1:01:54,21.36,37.98,1010,13.63,69,1016,0.45,1.34,800,0,0,37.29,-121.95,2022-06-14--01-01-54_1.raw,1,2,8,3,0.042,3
1,5,2022-06-14 2:01:04,20.88,38.12,1009.78,12.95,72,1016,0,,800,0,0,37.29,-121.95,2022-06-14--02-01-04_1.raw,1,2,8,3,0.083,3
1,5,2022-06-14 3:00:15,20.81,38.58,1009.65,12.27,75,1015,0.45,0.89,802,40,0,37.29,-121.95,2022-06-14--03-00-15_1.raw,1,2,8,3,0.125,3
1,5,2022-06-14 3:59:27,21.18,37.86,1009.84,11.87,76,1016,0.45,0.45,800,0,0,37.29,-121.95,2022-06-14--03-59-27_1.raw,1,2,8,3,0.125,3
1,5,2022-06-14 4:58:40,21,38.02,1009.79,11.58,78,1015,1.54,,800,0,0,37.29,-121.95,2022-06-14--04-58-40_1.raw,1,2,8,3,0.167,3
1,5,2022-06-14 5:57:50,21.7,39.05,1010.04,11.44,78,1016,0.45,0.45,802,40,0,37.29,-121.95,2022-06-14--05-57-50_1.raw,1,2,8,3,0.208,3
1,5,2022-06-14 6:57:25,22.96,38.21,1010.19,13.76,72,1016,0.89,0.89,800,0,0,37.29,-121.95,2022-06-14--06-57-25_1.raw,1,2,8,3,0.25,3
1,5,2022-06-14 7:57:11,25.79,39.21,1010.24,17.37,64,1016,1.34,2.68,800,0,0,37.29,-121.95,2022-06-14--07-57-11_1.raw,1,2,8,3,0.292,3
1,5,2022-06-14 8:56:49,30.05,37.19,1010.12,20.02,52,1015,2.57,,800,0,0,37.29,-121.95,2022-06-14--08-56-49_1.raw,1,2,8,3,0.333,3
1,5,2022-06-14 9:56:21,33.83,30.3,1010.01,22.65,44,1016,3.09,,800,0,0,37.29,-121.95,2022-06-14--09-56-21_1.raw,1,2,8,3,0.375,3
1,5,2022-06-14 10:55:49,36.92,24.44,1009.87,24.7,37,1015,5.14,,800,0,0,37.29,-121.95,2022-06-14--10-55-49_1.raw,1,2,8,3,0.417,3
1,5,2022-06-14 11:55:10,39.09,20.87,1009.7,26.5,35,1015,4.63,,800,0,0,37.29,-121.95,2022-06-14--11-55-10_1.raw,1,2,8,3,0.458,3
1,5,2022-06-14 12:53:59,40.31,17,1009.23,28.06,29,1015,4.63,,800,0,0,37.29,-121.95,2022-06-14--12-53-59_1.raw,1,2,8,3,0.5,3
1,5,2022-06-14 13:52:40,39.14,15.32,1008.65,28.86,25,1015,5.66,,711,20,0,37.29,-121.95,2022-06-14--13-52-40_1.raw,1,2,8,3,0.542,3
1,5,2022-06-14 14:51:53,36.77,16.35,1008.03,29.54,23,1014,6.17,,711,20,0,37.29,-121.95,2022-06-14--14-51-53_1.raw,1,2,8,3,0.583,3
1,5,2022-06-14 15:50:57,35.18,13.76,1007.62,29.49,23,1014,6.17,,711,20,0,37.29,-121.95,2022-06-14--15-50-57_1.raw,1,2,8,3,0.625,3
1,5,2022-06-14 16:50:02,32.8,20.93,1007.21,28.53,25,1013,7.72,,711,20,0,37.29,-121.95,2022-06-14--16-50-02_1.raw,1,2,8,3,0.667,3
1,5,2022-06-14 17:49:06,31.94,23.93,1006.73,27.39,31,1013,8.75,,711,20,0,37.29,-121.95,2022-06-14--17-49-06_1.raw,1,2,8,3,0.708,3
2,3,2022-06-05 17:41:01,29.84,43.53,1007.27,24.15,68,1013,5.14,,803,75,0,37.29,-121.95,2022-06-05--17-41-01_2.raw,1,2,10,5,0.708,0
2,3,2022-06-05 18:40:08,28.14,44.7,1007.48,23.02,71,1013,7.2,,803,75,0,37.29,-121.95,2022-06-05--18-40-08_2.raw,1,2,10,5,0.75,0
2,3,2022-06-05 19:39:14,26.52,46.6,1007.81,21.44,76,1013,6.17,,803,75,0,37.29,-121.95,2022-06-05--19-39-14_2.raw,1,2,10,5,0.792,0
2,3,2022-06-05 20:38:25,25.42,47.82,1008.07,19.82,80,1014,5.66,,803,75,0,37.29,-121.95,2022-06-05--20-38-25_2.raw,1,2,10,5,0.833,0
2,3,2022-06-05 21:37:36,24.54,47.87,1008.55,18.66,82,1014,4.63,,803,75,0,37.29,-121.95,2022-06-05--21-37-36_2.raw,1,2,10,5,0.875,0
2,3,2022-06-05 22:36:48,23.07,51.73,1009.37,18.25,81,1015,5.14,,803,75,0,37.29,-121.95,2022-06-05--22-36-48_2.raw,1,2,10,5,0.917,0
2,3,2022-06-05 23:36:04,22.46,52.37,1009.43,17.96,83,1015,6.69,,803,75,0,37.29,-121.95,2022-06-05--23-36-04_2.raw,1,2,10,5,0.958,0
2,3,2022-06-06 0:35:12,21.59,53.07,1009.61,17.17,85,1015,7.2,,804,100,0,37.29,-121.95,2022-06-06--00-35-12_2.raw,1,2,10,5,0,0
2,3,2022-06-06 1:34:26,21.33,52.34,1009.68,16.64,86,1015,4.12,,804,100,0,37.29,-121.95,2022-06-06--01-34-26_2.raw,1,2,10,5,0.042,0
2,3,2022-06-06 2:33:38,20.11,51.84,1009.6,15.91,81,1015,4.63,,804,100,0,37.29,-121.95,2022-06-06--02-33-38_2.raw,1,2,10,5,0.083,0
2,3,2022-06-06 3:32:49,19.76,49.97,1009.88,15.48,76,1016,4.12,,804,100,0,37.29,-121.95,2022-06-06--03-32-49_2.raw,1,2,10,5,0.125,0
2,3,2022-06-06 4:32:02,19.9,49.61,1009.92,15.13,77,1016,3.09,,804,100,0,37.29,-121.95,2022-06-06--04-32-02_2.raw,1,2,10,5,0.167,0
2,3,2022-06-06 5:31:11,19.49,48.95,1009.87,14.46,76,1016,4.12,,803,75,0,37.29,-121.95,2022-06-06--05-31-11_2.raw,1,2,10,5,0.208,0
2,3,2022-06-06 6:30:21,19.19,48.11,1010.45,13.79,80,1016,3.6,,803,75,0,37.29,-121.95,2022-06-06--06-30-21_2.raw,1,2,10,5,0.25,0
2,3,2022-06-06 7:29:46,21.31,48.81,1010.24,14.8,78,1016,2.57,,803,75,0,37.29,-121.95,2022-06-06--07-29-46_2.raw,1,2,10,5,0.292,0
2,3,2022-06-06 8:29:16,24.62,49.4,1010.44,16.53,72,1016,4.12,,801,20,0,37.29,-121.95,2022-06-06--08-29-16_2.raw,1,2,10,5,0.333,0
2,3,2022-06-06 9:28:32,27.15,48.09,1010.36,18.27,65,1016,4.12,,801,20,0,37.29,-121.95,2022-06-06--09-28-32_2.raw,1,2,10,5,0.375,0
2,3,2022-06-06 10:27:52,29.25,44.66,1010.17,19.92,61,1016,5.66,,801,20,0,37.29,-121.95,2022-06-06--10-27-52_2.raw,1,2,10,5,0.417,0
2,3,2022-06-06 11:27:09,30.68,42.69,1010.04,21.63,57,1016,4.12,,801,20,0,37.29,-121.95,2022-06-06--11-27-09_2.raw,1,2,10,5,0.458,0
2,3,2022-06-06 12:26:27,32.03,40.32,1009.44,23.16,52,1015,4.63,,801,20,0,37.29,-121.95,2022-06-06--12-26-27_2.raw,1,2,10,5,0.5,0
2,3,2022-06-06 13:25:30,31.81,36.33,1009.2,24.6,48,1015,8.23,11.32,801,20,0,37.29,-121.95,2022-06-06--13-25-30_2.raw,1,2,10,5,0.542,0
2,3,2022-06-06 14:24:42,30.08,33.84,1008.5,25.47,46,1014,6.69,,801,20,0,37.29,-121.95,2022-06-06--14-24-42_2.raw,1,2,10,5,0.583,0
2,3,2022-06-06 15:23:51,28.82,33.46,1008.24,25.79,44,1014,9.26,,801,20,0,37.29,-121.95,2022-06-06--15-23-51_2.raw,1,2,10,5,0.625,0
2,3,2022-06-06 16:22:57,28.07,33.75,1007.64,25.43,42,1013,7.72,,801,20,0,37.29,-121.95,2022-06-06--16-22-57_2.raw,1,2,10,5,0.667,0
2,3,2022-06-06 17:22:09,27.22,32.43,1007.19,24.65,40,1013,6.69,,801,20,0,37.29,-121.95,2022-06-06--17-22-09_2.raw,1,2,10,5,0.708,0
2,3,2022-06-06 18:21:16,26.84,33.69,1006.91,23.94,43,1013,7.72,,801,20,0,37.29,-121.95,2022-06-06--18-21-16_2.raw,1,2,10,5,0.75,0
2,3,2022-06-06 19:20:21,24.73,36.9,1006.59,22.07,50,1012,5.66,,800,0,0,37.29,-121.95,2022-06-06--19-20-21_2.raw,1,2,10,5,0.792,0
2,3,2022-06-06 20:19:29,22.91,39.32,1006.7,19.41,58,1013,5.14,,801,20,0,37.29,-121.95,2022-06-06--20-19-29_2.raw,1,2,10,5,0.833,0
2,3,2022-06-06 21:18:35,22.26,39.23,1007.25,16.88,68,1013,4.12,,801,20,0,37.29,-121.95,2022-06-06--21-18-35_2.raw,1,2,10,5,0.875,0
2,3,2022-06-06 22:17:46,22.07,38.44,1007.51,15.66,71,1013,2.57,,801,20,0,37.29,-121.95,2022-06-06--22-17-46_2.raw,1,2,10,5,0.917,0
2,3,2022-06-06 23:16:56,20.68,41.97,1007.56,14.75,73,1014,2.06,,800,0,0,37.29,-121.95,2022-06-06--23-16-56_2.raw,1,2,10,5,0.958,0
2,3,2022-06-07 0:16:09,20.28,41.31,1007.28,13.87,74,1013,2.06,,801,20,0,37.29,-121.95,2022-06-07--00-16-09_2.raw,1,2,10,5,0,0
2,3,2022-06-07 1:15:21,19.43,41.75,1007.59,13.42,74,1013,3.6,,800,0,0,37.29,-121.95,2022-06-07--01-15-21_2.raw,1,2,10,5,0.042,0
2,3,2022-06-07 2:14:33,18.73,42.65,1007.72,12.87,76,1013,1.54,,800,0,0,37.29,-121.95,2022-06-07--02-14-33_2.raw,1,2,10,5,0.083,0
2,3,2022-06-07 3:13:45,18.29,42.46,1007.38,12.14,78,1013,1.54,,800,0,0,37.29,-121.95,2022-06-07--03-13-45_2.raw,1,2,10,5,0.125,0
2,3,2022-06-07 4:12:58,17.81,42.62,1007.24,11.47,79,1013,1.54,,800,0,0,37.29,-121.95,2022-06-07--04-12-58_2.raw,1,2,10,5,0.167,0
2,3,2022-06-07 5:12:08,18.15,45.43,1007.08,10.93,80,1013,0,,800,0,0,37.29,-121.95,2022-06-07--05-12-08_2.raw,1,2,10,5,0.208,0
2,3,2022-06-07 6:11:25,18.65,46.35,1007.54,10.75,82,1013,0.89,1.34,800,0,0,37.29,-121.95,2022-06-07--06-11-25_2.raw,1,2,10,5,0.25,0
2,3,2022-06-07 7:10:46,19.81,50.87,1008,12.44,79,1014,1.54,,801,20,0,37.29,-121.95,2022-06-07--07-10-46_2.raw,1,2,10,5,0.292,0
2,3,2022-06-07 8:10:22,23.2,45.39,1007.88,15.67,74,1014,0.89,2.68,800,0,0,37.29,-121.95,2022-06-07--08-10-22_2.raw,1,2,10,5,0.333,0
2,3,2022-06-07 9:09:47,26.47,47.47,1007.78,18.47,64,1014,2.06,,803,75,0,37.29,-121.95,2022-06-07--09-09-47_2.raw,1,2,10,5,0.375,0
2,3,2022-06-07 10:09:14,30.08,45.6,1007.94,21.16,54,1013,3.6,,803,75,0,37.29,-121.95,2022-06-07--10-09-14_2.raw,1,2,10,5,0.417,0
2,3,2022-06-07 11:08:36,32.13,41.06,1008.14,23.01,53,1013,4.63,,803,75,0,37.29,-121.95,2022-06-07--11-08-36_2.raw,1,2,10,5,0.458,0
2,3,2022-06-07 12:07:57,33.16,37.31,1008.09,25.18,47,1014,4.63,,803,75,0,37.29,-121.95,2022-06-07--12-07-57_2.raw,1,2,10,5,0.5,0
2,3,2022-06-07 13:07:01,32.67,35.86,1007.73,26.29,47,1013,6.17,,803,75,0,37.29,-121.95,2022-06-07--13-07-01_2.raw,1,2,10,5,0.542,0
2,3,2022-06-07 14:06:09,31.46,34.07,1007.89,26.53,46,1013,6.17,,800,0,0,37.29,-121.95,2022-06-07--14-06-09_2.raw,1,2,10,5,0.583,0
2,3,2022-06-07 15:05:17,30.11,33.76,1007.77,26.79,44,1013,8.23,,803,75,0,37.29,-121.95,2022-06-07--15-05-17_2.raw,1,2,10,5,0.625,0
2,3,2022-06-07 16:04:24,28.32,33.41,1007.65,25.76,43,1013,9.26,,803,75,0,37.29,-121.95,2022-06-07--16-04-24_2.raw,1,2,10,5,0.667,0
2,3,2022-06-07 17:03:33,27.21,34.45,1008,24.45,46,1013,9.77,,803,75,0,37.29,-121.95,2022-06-07--17-03-33_2.raw,1,2,10,5,0.708,0
2,3,2022-06-07 18:02:41,26.01,34.5,1008.06,22.95,46,1014,9.77,,803,75,0,37.29,-121.95,2022-06-07--18-02-41_2.raw,1,2,10,5,0.75,0
2,3,2022-06-07 19:01:46,24.31,34.76,1008.42,21.16,44,1014,8.23,,803,75,0,37.29,-121.95,2022-06-07--19-01-46_2.raw,1,2,10,5,0.792,0
2,3,2022-06-07 20:00:55,22.81,33.93,1008.68,19.46,43,1015,3.6,8.23,800,0,0,37.29,-121.95,2022-06-07--20-00-55_2.raw,1,2,10,5,0.833,0
2,3,2022-06-07 21:00:02,22.01,33.27,1008.88,16.99,50,1015,4.12,,800,0,0,37.29,-121.95,2022-06-07--21-00-02_2.raw,1,2,10,5,0.875,0
2,3,2022-06-07 21:59:10,20.73,34.23,1009.3,15.88,52,1015,4.12,,800,0,0,37.29,-121.95,2022-06-07--21-59-10_2.raw,1,2,10,5,0.875,0
